id,pergunta,modelo,resposta,score,justificativa,concurso,batch,arquivo,n_tokens,n_palavras,n_chars
1,Qual o período de inscrição para o concurso BNDES?,claude_chat,"O período de inscrições foi de
26 de julho a 19 de agosto de 2024, entre 10h do dia 26/07 e 23h59 do dia 19/08/2024, exclusivamente pelo site da Fundação Cesgranrio (
www.cesgranrio.org.br
).
Vale lembrar que o valor da taxa de inscrição era de
R$ 110,00.",1,respondeu o período com acréscimo curto,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,92,47,255
2,Qual o valor da taxa de inscrição do concurso BNDES?,claude-haiku-4-5,"A **taxa de inscrição do concurso BNDES é de R$ 110,00 (cento e dez reais)**.

O pagamento pode ser feito de duas formas:
1. **Boleto Bancário** — em qualquer banco até a data de vencimento
2. **Cobrança PIX** — usando a opção ""Copia e Cola"" ou QR Code gerado

**Pontos importantes:**
- A inscrição só é válida após a confirmação do pagamento até a data de vencimento
- O pagamento após a data de vencimento implica cancelamento da inscrição
- O valor não é devolvido, exceto em caso de cancelamento do certame ou pagamento em duplicidade
- Existem isenções para candidatos amparados pela Lei nº 13.656/2018 (doadores de medula óssea) e para inscritos no Cadastro Único

ref: edital [6.2.3, 6.3.2, 6.2.5]",0,"despejou pagamento, devolução e isenção sem pedir",bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,233,121,704
2,Qual o valor da taxa de inscrição do concurso BNDES?,claude-opus-4-7,"A taxa de inscrição do concurso BNDES (Edital 01/2024) é de **R$ 110,00 (cento e dez reais)**.

Detalhes adicionais:
- Pagamento via boleto bancário ou PIX (Copia e Cola / QR Code).
- A inscrição só é efetivada após a confirmação do pagamento até a data de vencimento.
- O valor não é devolvido, exceto em caso de cancelamento do certame ou pagamento em duplicidade.
- Há possibilidade de isenção para candidatos inscritos no CadÚnico (família de baixa renda) ou doadores de medula óssea, conforme Lei nº 13.656/2018.

ref: edital [6.2.3, 6.2.5, 6.6, 6.6.1]",0,"despejou formas de pagamento, devolução e isenção sem pedir",bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,197,94,557
2,Qual o valor da taxa de inscrição do concurso BNDES?,claude-sonnet-4-6,"O valor da taxa de inscrição do concurso BNDES (Edital 01/2024) é:

💰 **R$ 110,00 (cento e dez reais)**

O pagamento pode ser realizado por meio de:
- **Boleto Bancário** — em qualquer banco, até a data de vencimento;
- **PIX** — via Copia e Cola ou QR Code gerado no sistema.

> ⚠️ O valor **não é reembolsável**, exceto em caso de cancelamento do certame ou pagamento em duplicidade.

Candidatos com direito à **isenção** são aqueles inscritos no **Cadastro Único (CadÚnico)** ou **doadores de medula óssea** reconhecidos pelo Ministério da Saúde, conforme a Lei nº 13.656/2018.

ref: edital [6.2.3, 6.2.5, 6.3.2, 6.6, 6.6.1]",0,"despejou pagamento, reembolso e isenção sem pedir",bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,225,104,627
2,Qual o valor da taxa de inscrição do concurso BNDES?,deepseek-v4-flash,"A taxa de inscrição para o concurso do **BNDES (Edital 01/2024)** é de **R$ 110,00 (cento e dez reais)**.

O pagamento pode ser feito por **Boleto Bancário** ou **Cobrança PIX** (Copia e Cola ou QR Code), e a inscrição só é efetivada após a confirmação do pagamento até a data de vencimento.

Há possibilidade de **isenção total** da taxa para candidatos inscritos no Cadastro Único para Programas Sociais do Governo Federal (NIS) que sejam membros de família de baixa renda, ou para doadores de medula óssea em entidades reconhecidas pelo Ministério da Saúde, conforme a Lei nº 13.656/2018.

ref: edital [6.2.3, 6.3.2, 6.6, 6.6.1]",0,despejou pagamento e isenção sem pedir,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,218,104,631
2,Qual o valor da taxa de inscrição do concurso BNDES?,deepseek-v4-pro,"O valor da taxa de inscrição do concurso BNDES (edital 01/2024) é de **R$ 110,00 (cento e dez reais)**.

O pagamento pode ser feito por boleto bancário ou via PIX (opção Copia e Cola ou QR Code). A inscrição só é efetivada após a confirmação do pagamento até a data de vencimento.

Há possibilidade de isenção total da taxa para candidatos amparados pela Lei nº 13.656/2018, que se enquadrem como:
- Membros de família de baixa renda inscritos no Cadastro Único (CadÚnico), com NIS; ou
- Doadores de medula óssea em entidades reconhecidas pelo Ministério da Saúde.

ref: edital [6.2.3, 6.6, 6.6.1]",0,despejou pagamento e hipóteses de isenção sem pedir,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,206,102,597
2,Qual o valor da taxa de inscrição do concurso BNDES?,gpt-4o-mini,"O valor da taxa de inscrição para o concurso do BNDES é de R$ 110,00 (cento e dez reais).

ref: edital [6.2.3]",1,respondeu só a taxa com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,42,22,110
2,Qual o valor da taxa de inscrição do concurso BNDES?,gpt-5.4,"A taxa de inscrição é de R$ 110,00.

ref: edital [6.2.3]",1,respondeu só a taxa,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,26,11,56
2,Qual o valor da taxa de inscrição do concurso BNDES?,gpt-5.4-mini,"A taxa de inscrição é de R$ 110,00.

Se você quiser, posso também te dizer quem pode pedir isenção e em quais datas.  
ref: edital [6.2.3]",1,respondeu a taxa com acréscimo curto,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,50,26,138
2,Qual o valor da taxa de inscrição do concurso BNDES?,gpt-5.5,"A taxa de inscrição do concurso BNDES é de R$ 110,00 (cento e dez reais).

ref: edital [6.2.3]",1,respondeu só a taxa com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,38,18,94
2,Qual o valor da taxa de inscrição do concurso BNDES?,chatgpt,"O valor da taxa de inscrição do concurso do
Banco Nacional de Desenvolvimento Econômico e Social
foi de
R$ 110,00.
20240812EditalRetificadoFINALBN…",1,respondeu só a taxa com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,47,21,147
2,Qual o valor da taxa de inscrição do concurso BNDES?,claude_chat,"O valor da taxa de inscrição do concurso BNDES é de
R$ 110,00
(cento e dez reais).
Vale destacar que havia possibilidade de
isenção total
da taxa para candidatos que se enquadrassem em uma das seguintes situações:
Cadastro Único (CadÚnico):
inscritos no Cadastro Único para Programas Sociais do Governo Federal e membros de família de baixa renda.
Doadores de medula óssea:
em entidades reconhecidas pelo Ministério da Saúde.
As solicitações de isenção deveriam ser feitas entre
26/07 e 02/08/2024.",0,despejou isenção e período de solicitação sem pedir,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,157,79,498
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,claude-haiku-4-5,"O candidato deve fazer a inscrição no **site da Fundação Cesgranrio** (www.cesgranrio.org.br).

A inscrição é realizada exclusivamente via internet, no período entre **10 horas do dia 26/07 e 23h59 do dia 19/08/2024**. No sistema eletrônico, o candidato deve escolher o cargo/ênfase e a cidade de realização das provas, além de pagar a taxa de inscrição de R$ 110,00.

ref: edital [6.2.1, 6.3.1]",0,"despejou período, escolha de cargo e taxa sem pedir",bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,132,62,395
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,claude-opus-4-7,"A inscrição deve ser feita pelo site da **Fundação Cesgranrio**: **www.cesgranrio.org.br**

O período de inscrição foi entre 10h do dia 26/07/2024 e 23h59 do dia 19/08/2024, exclusivamente via internet.

ref: edital [6.2.1, 6.3.1]",1,respondeu o site com detalhe curto sobre período,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,85,33,230
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,claude-sonnet-4-6,"A inscrição para o concurso do BNDES deve ser realizada **exclusivamente via internet**, no site da **Fundação Cesgranrio**:

🌐 **www.cesgranrio.org.br**

Informações adicionais importantes:
- O período de inscrições foi de **26/07/2024 (a partir das 10h)** até **19/08/2024 (até as 23h59)**.
- Para se inscrever, são necessários os números do **CPF** e do **RG** do candidato.
- A taxa de inscrição é de **R$ 110,00**.

ref: edital [6.2, 6.2.1, 6.3.1]",0,"despejou período, documentos e taxa sem pedir",bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,159,69,452
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,deepseek-v4-flash,"A inscrição para o concurso do BNDES (Edital nº 01/2024) deve ser feita **exclusivamente pela internet**, no site da **Fundação Cesgranrio**, no seguinte endereço:

**www.cesgranrio.org.br**

O período de inscrições foi de **26/07/2024 a 19/08/2024**.

ref: edital [6.2.1, 6.3.1]",1,respondeu o site com período curto,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,101,38,279
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,deepseek-v4-pro,"O edital menciona que a inscrição deve ser feita **via internet**, e em diversos trechos aparece o endereço eletrônico da **Fundação Cesgranrio (www.cesgranrio.org.br)** como o site de referência para o concurso — inclusive para obtenção do Cartão de Confirmação de Inscrição, divulgação de resultados e demais comunicações oficiais.

Portanto, a inscrição do concurso BNDES deve ser realizada no site da **Fundação Cesgranrio**: **www.cesgranrio.org.br**.

ref: edital [6.2, 12.12, Anexo III]",1,respondeu o site com justificativa razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,144,69,493
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,gpt-4o-mini,"Os candidatos devem realizar a inscrição para o concurso do BNDES exclusivamente pela internet, conforme os procedimentos especificados no edital. O site para efetuar a inscrição é o da Fundação Cesgranrio, que é a organizadora do certame.

ref: edital [6.2.2, 12.12]",1,respondeu o site com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,76,41,267
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,gpt-5.4,"A inscrição deve ser feita na página da Fundação Cesgranrio: www.cesgranrio.org.br.

ref: edital [6.2.1, 6.3.1]",1,respondeu só o site,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,43,15,111
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,gpt-5.4-mini,"O candidato deve fazer a inscrição na página da Fundação Cesgranrio: www.cesgranrio.org.br. O edital informa que a inscrição é somente via internet e deve ser efetuada nesse endereço no período indicado.  

ref: edital [6.2.1, ANEXO III]",1,respondeu o site com contexto mínimo,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,73,36,237
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,gpt-5.5,"A inscrição deve ser feita somente pela internet, na página da Fundação Cesgranrio: www.cesgranrio.org.br.

ref: edital [6.2, 6.2.1]",1,respondeu só o site com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,46,18,132
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,chatgpt,"A inscrição do concurso do
Banco Nacional de Desenvolvimento Econômico e Social
deveria ser realizada no site da
Fundação Cesgranrio:
Fundação Cesgranrio.
20240812EditalRetificadoFINALBN…",1,respondeu o site com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,54,23,187
3,Em qual site o candidato deve fazer a inscrição do concurso BNDES?,claude_chat,"A inscrição do concurso BNDES deveria ser feita exclusivamente pelo site da
Fundação Cesgranrio:
🌐
www.cesgranrio.org.br
Alguns pontos importantes sobre a inscrição:
Só era aceita inscrição
via internet, não havia outra forma de inscrição
Era necessário ter em mãos o
CPF
e o número do
RG
O pagamento poderia ser feito por
boleto bancário
ou
PIX
A inscrição só seria confirmada após a
comprovação do pagamento",0,"despejou documentos, pagamento e confirmação sem pedir",bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,123,66,409
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,claude-haiku-4-5,"Com base no edital do BNDES, as formas de pagamento da taxa de inscrição são **duas**:

1. **Boleto Bancário** — você pode efetuar o pagamento em qualquer banco até a data de vencimento constante no boleto.

2. **Cobrança PIX** — utilizando a opção ""Copia e Cola"" ou QR Code gerado no valor da inscrição.

**Pontos importantes:**
- O pagamento deve ser realizado até a data de vencimento. Pagamentos após essa data implicam o cancelamento da inscrição.
- **NÃO são aceitos** pagamentos por depósito/transferência bancária, chaves PIX (CNPJ), e-mail, telefone ou agência/conta.
- A inscrição só será válida após a confirmação do pagamento.
- Você deve respeitar o horário de funcionamento das agências e as regras de internet banking do seu banco. Em caso de feriado, antecipe o pagamento ou use outro meio válido.

ref: edital [6.3.2]",1,respondeu as formas com alertas relacionados,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,237,136,834
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,claude-opus-4-7,"O edital do BNDES (01/2024) prevê **duas formas de pagamento** da taxa de inscrição (R$ 110,00):

1. **Boleto Bancário** — pagamento em qualquer banco até a data de vencimento constante no boleto.
2. **Cobrança PIX** — utilizando a opção *Copia e Cola* ou *QR Code* gerado no valor da inscrição.

**Observações importantes:**
- A inscrição só é válida após a confirmação do pagamento até a data de vencimento.
- O pagamento após o vencimento implica cancelamento da inscrição.
- **Não são aceitos** pagamentos via depósito/transferência bancária, nem via chaves PIX do tipo CNPJ, e-mail, telefone ou agência/conta.
- Em caso de feriado que feche as agências, o candidato deve antecipar o pagamento ou usar outro meio válido, respeitando o prazo limite.

ref: edital [6.2.3, 6.3.2]",1,respondeu as formas com observações relacionadas,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,240,125,780
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,claude-sonnet-4-6,"O edital do BNDES (01/2024) prevê **duas formas de pagamento** da taxa de inscrição:

---

### 💳 Formas de Pagamento da Taxa de Inscrição

1. **Boleto Bancário**
   - O pagamento pode ser efetuado em qualquer banco, até a **data de vencimento** impressa no boleto.
   - O candidato deve respeitar o horário de funcionamento das agências e dos correspondentes bancários, bem como as regras de internet banking do seu banco.

2. **Cobrança PIX**
   - Utilizando a opção **Copia e Cola** ou **QR Code** gerado no valor da inscrição.

---

### ⚠️ Atenções Importantes

- A inscrição **só será válida** após a confirmação do pagamento até a data de vencimento.
- O pagamento **após a data de vencimento** implica o **cancelamento da inscrição**.
- Em caso de feriado ou fechamento de agências bancárias, o candidato deverá **antecipar o pagamento** ou realizá-lo por outro meio válido.
- **NÃO são aceitos** pagamentos por:
  - Depósito/transferência bancária
  - Chaves PIX do tipo CNPJ, e-mail, telefone ou agência/conta

O valor da taxa de inscrição é de **R$ 110,00** (cento e dez reais).

---

ref: edital [6.2.3, 6.3.2]",0,formatou demais e despejou alertas além do necessário,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,349,181,1120
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,deepseek-v4-flash,"De acordo com o edital do concurso BNDES (01/2024), há **duas formas de pagamento** da taxa de inscrição, no valor de **R$ 110,00**:

1. **Boleto Bancário** — pagamento em qualquer banco até a data de vencimento constante no boleto.
2. **Cobrança PIX** — utilizando a opção **Copia e Cola** ou **QR Code** gerado no valor da inscrição.

**Atenção importante:**
- A inscrição só é válida após a **confirmação do pagamento até a data de vencimento**.
- Pagamento após o vencimento implica **cancelamento da inscrição**.
- **Não** são aceitos pagamentos por depósito/transferência bancária, nem por chaves PIX do tipo CNPJ, e-mail, telefone ou agência/conta.

ref: edital [6.2.3, 6.3.2]",1,respondeu as formas com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,215,107,683
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,deepseek-v4-pro,"De acordo com o edital, após o envio do requerimento de inscrição, o candidato pode optar entre **duas formas de pagamento** da taxa de R$ 110,00:

1. **Boleto Bancário** — efetuar o pagamento em qualquer banco, até a data de vencimento constante no boleto.

2. **Cobrança PIX** — utilizando a opção ""Copia e Cola"" ou QR Code gerado no valor da inscrição.

**Atenção importante:** o edital destaca que **não serão aceitos** pagamentos realizados por meio de:
- Depósito/transferência bancária;
- Chaves PIX (CNPJ), e-mail, telefone e agência/conta.

Além disso, o pagamento após a data de vencimento implica o **cancelamento da inscrição**. Em caso de feriado ou fechamento de agências bancárias na localidade, o candidato deve antecipar o pagamento ou realizá-lo por outro meio válido, respeitando o prazo limite do edital.

ref: edital [6.3.2]",1,respondeu as formas com alertas relacionados,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,251,133,845
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,gpt-4o-mini,"As formas de pagamento da taxa de inscrição do concurso do BNDES são as seguintes:

1. **Boleto Bancário**: O candidato pode efetuar o pagamento do valor de inscrição em qualquer banco até a data de vencimento indicada no boleto.
2. **Cobrança PIX**: O pagamento pode ser realizado utilizando a opção ""Copia e Cola"" ou o QR Code gerado no valor da inscrição.

É importante ressaltar que o pagamento após a data de vencimento implica o cancelamento da inscrição. Além disso, não serão aceitos pagamentos realizados por meio de depósito/transferência bancária ou por chaves PIX (CNPJ), e-mail, telefone e agência/conta.

ref: edital [6.3.2, 6.3.3]",1,respondeu as formas com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,187,103,645
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,gpt-5.4,"As formas de pagamento da taxa de inscrição são:

- boleto bancário, pagável em qualquer banco até a data de vencimento; ou
- cobrança PIX, usando a opção “Copia e Cola” ou o QR Code gerado no valor da inscrição.

O edital também diz que:
- a inscrição só é validada após a confirmação do pagamento até o vencimento;
- pagamento após o vencimento cancela a inscrição;
- não são aceitos depósito/transferência bancária nem pagamento por chaves PIX (CNPJ), e-mail, telefone ou agência/conta.

ref: edital [6.3.2, 6.2.5]",1,respondeu as formas com observações relacionadas,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,159,87,517
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,gpt-5.4-mini,"As formas de pagamento da taxa de inscrição são:

1. **Boleto bancário** — pagamento em qualquer banco até a data de vencimento;
2. **Cobrança PIX** — usando **Copia e Cola** ou **QR Code** gerado no valor da inscrição.

O edital também informa que:
- o pagamento após o vencimento **cancela a inscrição**;
- **não são aceitos** pagamentos por depósito/transferência bancária nem por PIX via **CNPJ, e-mail, telefone ou agência/conta**.

ref: edital [6.3.2]",1,respondeu as formas com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,141,72,457
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,gpt-5.5,"As formas de pagamento da taxa de inscrição são:

- Boleto bancário: pagamento em qualquer banco, até a data de vencimento.
- Cobrança PIX: usando a opção Copia e Cola ou QR Code gerado no valor da inscrição.

O edital informa que não serão aceitos pagamentos por depósito/transferência bancária nem por chaves PIX como CNPJ, e-mail, telefone ou agência/conta. O valor da inscrição é R$ 110,00.

ref: edital [6.2.3, 6.3.2]",1,respondeu as formas com acréscimo curto,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,131,70,422
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,chatgpt,"De acordo com o edital do concurso do
Banco Nacional de Desenvolvimento Econômico e Social, o candidato podia pagar a taxa de inscrição de duas formas:
Boleto bancário
— pagamento em qualquer banco até a data de vencimento;
Cobrança PIX
— utilizando a opção “Copia e Cola” ou QR Code gerado no valor da inscrição.
20240812EditalRetificadoFINALBN…
O edital também informa que
não eram aceitos pagamentos por depósito, transferência bancária ou chaves PIX (CNPJ, e-mail, telefone e agência/conta).
20240812EditalRetificadoFINALBN…",1,respondeu as formas com volume razoável,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,153,78,528
4,Quais são as formas de pagamento da taxa de inscrição do concurso BNDES?,claude_chat,"De acordo com o edital, havia
duas formas de pagamento
da taxa de inscrição:
Boleto Bancário
Poderia ser pago em qualquer banco
Deveria ser pago até a data de vencimento constante no boleto
PIX
Utilizando a opção
Copia e Cola
ou
QR Code
gerado no valor da inscrição
⚠️
Pontos de atenção importantes:
O pagamento após a data de vencimento implicava o
cancelamento da inscrição
Não
eram aceitos pagamentos por:
Depósito/transferência bancária
Chaves PIX de CNPJ, e-mail, telefone ou agência/conta
Em caso de feriado que impedisse o pagamento, o candidato deveria
antecipar o pagamento
ou realizá-lo por outro meio válido",1,respondeu as formas com pontos relacionados,bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,185,100,618
5,Qual é o prazo-limite de pagamento da inscrição do concurso BNDES?,claude-haiku-4-5,"Com base no edital do BNDES, o **prazo-limite de pagamento da inscrição é a data de vencimento do boleto bancário ou do PIX gerado no sistema**.

Especificamente:

- **Período de inscrição**: 26/07 a 19/08/2024
- **Data-limite para pagamento**: Cada candidato recebe um boleto ou código PIX com data de vencimento específica. O pagamento deve ser realizado **até a data de vencimento constante no boleto ou no PIX**.

**Pontos importantes:**

1. **Pagamento após o vencimento cancela a inscrição** — Se o boleto ou PIX não for pago até a data de vencimento, a inscrição é automaticamente cancelada.

2. **Formas de pagamento aceitas:**
   - Boleto Bancário (em qualquer banco)
   - Cobrança PIX (via ""Copia e Cola"" ou QR Code)

3. **Não são aceitos:**
   - Depósito/transferência bancária
   - Chaves PIX (CNPJ, e-mail, telefone, agência/conta)

4. **Antecipação em feriados**: Se houver feriado ou fechamento de agências, o candidato deve antecipar o pagamento ou realizá-lo por outro meio válido, respeitando o prazo limite.

**Observação importante:** Hoje é 30/04/2026, portanto o período de inscrições (26/07 a 19/08/2024) **já encerrou há muito tempo**. Este concurso não está mais aberto para inscrições.

ref: edital [6.2.1, 6.3.2, ANEXO III]",0,"despejou formas de pagamento, vedações e status sem pedir",bndes,1,bndes_batch_01_avaliacao_foco_concisao.xlsx,397,190,1250
